co_cnes;nm_fant;bairro;distrito;gestao;atend_sus;tipo_und;nat_jur;co_ibge;lat;long
5973899;FISIOVITAL;JATIUCA;1;M;0;36;Privado;270430;-9.65328;-35.71115
5981433;CONS MEDICO TANIA MARIA JAPIASSU DE ALMEIDA;JATIUCA;1;M;0;22;Privado;270430;-9.64791;-35.70639
5987571;CONSULTORIO ODONTOLOGICO PATRICIA MILITAO AGRA RODRIGUES;CENTRO;2;M;0;22;Privado;270430;-9.66641;-35.73601
5987598;MATER;MANGABEIRAS;1;M;0;36;Privado;270430;-9.64267;-35.70864
6013155;NEYLY CAVALCANTE;FAROL;3;M;0;22;Privado;270430;-9.64669;-35.73622
6013171;OTOS;GRUTA DE LOURDES;3;M;0;36;Privado;270430;-9.62056;-35.7362
6014747;ALINE DE FATIMA SANTOS;JATIUCA;1;M;0;22;Privado;270430;-9.64489;-35.7027
6035582;CONSULTORIO ODONTOLOGICO FABIANE DE SOUZA LIMA;FAROL;3;M;0;22;Privado;270430;-9.64798;-35.72242
6035604;THERAPIE;PINHEIRO;3;M;0;36;Privado;270430;-9.66072;-35.69882
6038980;CONSULTORIO DE NUTRICAO ANASTACIA CAVALCANTI METRI ALVES;STELLA MARIS;1;M;0;22;Privado;270430;-9.64793;-35.70639
6042244;CONS DE PSICOLOGIA LUCICLEIA FABIANA AMORIM DE MORAIS;FAROL;3;M;0;22;Privado;270430;-9.6494;-35.73348
6048684;MAXIODONTO;POCO;1;M;0;22;Privado;270430;-9.6586;-35.71118
6113184;CONSULTORIO MEDICO JOAO ADERBAL RAPOSO DE MORAES;CENTRO;2;M;0;22;Privado;270430;-9.66812;-35.73274
6113192;CONSULTORIO ODONTOLOGICO WAGNER VIANA NONATO DOS SANTOS;FAROL;3;M;0;22;Privado;270430;-9.65899;-35.7346
6113206;CONSULTORIO ODONTOLOGICO NIARA SOUTO DE CARVALHO;JATIUCA;1;M;0;22;Privado;270430;-9.65328;-35.71129
6113214;CONSULTORIO ODONTOLOGICO KELLY SOARES DE FREITAS OLIVEIRA;JATIUCA;1;M;0;22;Privado;270430;-9.66329;-35.73764
6113230;CONSULTORIO MEDICO PEDRO FERREIRA DE ALBUQUERQUE;FAROL;3;M;0;22;Privado;270430;-9.63275;-35.74553
6118291;CONSULTORIO MEDICO CARLOS JOSE REBELO DE VASCONCELOS;FAROL;3;M;0;22;Privado;270430;-9.64548;-35.73446
6118305;CONSULTORIO ODONTOLOGICO MINERVINO FELIX SILVA;CENTRO;2;M;0;22;Privado;270430;-9.66616;-35.73857
6118313;ORALIS REABILITACAO E ESTUDOS EM DEGLUTICAO E COMUNICACAO;GRUTA DE LOURDES;3;M;0;22;Privado;270430;-9.62056;-35.7362
6120024;CONSULTORIO DE PSICOLOGIA JOSELETE ANDRADE RIBEIRO;FAROL;3;M;0;22;Privado;270430;-9.65316;-35.73122
6120539;CONSULTORIO MEDICO YELNYA CARDOSO SILVA DORIA;PONTA VERDE;1;M;0;22;Privado;270430;-9.66022;-35.70011
6120555;CLINICA SAO LUCAS LTDA;PONTA VERDE;1;M;0;36;Privado;270430;-9.66237;-35.70051
6124941;CONS ODONTOLOGICO NELISSON TELES ARAUJO;JATIUCA;1;M;0;22;Privado;270430;-9.64791;-35.70639
6124968;CONS MEDICO JAMILLE WANDERLEY DE CARVALHO LIMA PAIVA;JATIUCA;1;M;0;22;Privado;270430;-9.64791;-35.70639
6124976;CONS MEDICO ASTERIA MARIA ALVES MOREIRA;FAROL;3;M;0;22;Privado;270430;-9.64324;-35.73474
6126707;FONOAUDIOLOGIA CLINICA LTDA;JATIUCA;1;M;0;36;Privado;270430;-9.65169;-35.70288
6128556;CONS MEDICO ISABEL CRISTINA CYRINO ESTEVAO CORREIA;FAROL;3;M;0;22;Privado;270430;-9.62987;-35.74099
6129870;CONS ODONTOLOGICO SORAYA CAVALCANTE MACHADO;FAROL;3;M;0;22;Privado;270430;-9.65284;-35.73174
6129897;CONS MEDICO LUCIANE DE MOURA VIANNA GAMA;GRUTA DE LOURDES;3;M;0;22;Privado;270430;-9.61662;-35.73806
6131255;CLIMAL;SANTA AMELIA;4;M;0;36;Privado;270430;-9.58425;-35.77507
6133002;INSTITUTO NOSSA SENHORA DE FATIMA;TABULEIRO DOS MARTINS;7;M;1;36;Privado;270430;-9.54159;-35.78866
6135420;CONSULTORIO MEDICO ADEISA MARIA TOLEDO LYRA;MANGABEIRAS;1;M;0;22;Privado;270430;-9.66625;-35.73509
6135692;CONSULTORIO MEDICO NADJA OLIVEIRA DE MENDONCA;FAROL;3;M;0;22;Privado;270430;-9.64629;-35.73566
6135706;CONSULTORIO DE PSIQUIATRIA JOSE ROSIVAL LEMOS BRANDAO;FAROL;3;M;0;22;Privado;270430;-9.6384;-35.7444
6135765;CONS MEDICO CARLOS HENRIQUE ASSIS DE SANTA MARIA;FAROL;3;M;0;22;Privado;270430;-9.64967;-35.73341
6135781;CONSULTORIO DE PSICOLOGIA EDBERTO LESSA WANDERLEY;FAROL;3;M;0;22;Privado;270430;-9.65973;-35.73166
6135803;CONS MEDICO MARIA HELENA DE MELO AMORIM BRANDAO;CENTRO;2;M;0;22;Privado;270430;-9.66616;-35.73857
6135897;CONSULTORIUS;TABULEIRO DOS MARTINS;7;M;0;36;Privado;270430;-9.57843;-35.7733
6141331;CONSULTORIO DE NUTRICAO CATERINE FRAZAO LOPES DE CARVALHO;FAROL;3;M;0;22;Privado;270430;-9.64096;-35.73517
6141463;CONSULTORIO ODONTOLOGICO JOSE FRANKLIN RIBEIRO SORIANO;CENTRO;2;M;0;22;Privado;270430;-9.66146;-35.73602
6142877;CONS DE FISIOTERAPIA GUSTAVO DE MENDONCA MARTINS;JATIUCA;1;M;0;22;Privado;270430;-9.6512;-35.70517
6142893;CONSULTORIO MEDICO AYDANO DE MOURA FERRAZ;JATIUCA;1;M;0;22;Privado;270430;-9.64506;-35.70838
6153399;DENTE CIA;SANTA AMELIA;4;M;0;36;Privado;270430;-9.61886;-35.76126
6153402;CONSULTORIO MEDICO LUCIA DE FATIMA MENDES DE CASTRO;FAROL;3;M;0;22;Privado;270430;-9.64575;-35.73419
6153429;CONS DE PSICOLOGIA NILO ROSALVO CALHEIROS BORBA;FAROL;3;M;0;22;Privado;270430;-9.64789;-35.73379
6153437;CONSULTORIO MEDICO VANESSA MARTINS FERREIRA DE ALBUQUERQUE;JATIUCA;1;M;0;22;Privado;270430;-9.64508;-35.70772
6153453;CONS MEDICO MARIA DO SOCORRO MELO PEDROSA;PAJUCARA;1;M;0;22;Privado;270430;-9.67098;-35.71648
6155014;CONS DE PSICOLOGIA MARIA VALDELITE PEREIRA DE LUCENA;GRUTA DE LOURDES;3;M;0;22;Privado;270430;-9.61599;-35.73452
6155030;CONS ODONTOLOGICO CRISTIANO SANTOS FERREIRA;JATIUCA;1;M;0;22;Privado;270430;-9.6453;-35.7007
6160506;CONS DE PSICOLOGIA DENISE TRINDADE RIOS;FAROL;3;M;0;22;Privado;270430;-9.65358;-35.73008
6160514;CONSULTORIO MEDICO KLEBER FORTES SILVEIRA CAVALCANTI;FAROL;3;M;0;22;Privado;270430;-9.64875;-35.73363
6160530;LABORATORIO DE ANALISES CLINICAS;FAROL;3;M;0;22;Privado;270430;-9.65979;-35.73769
6164811;PREVINE;FAROL;3;M;0;36;Privado;270430;-9.64343;-35.73739
6164854;CONSULTORIO MEDICO JOSE ROBERTO ARAUJO GRANJA SOBRINHO;MANGABEIRAS;1;M;0;22;Privado;270430;-9.64267;-35.70864
6164897;CONSULTORIO MEDICO CARMEM LUCIA CARNEIRO LEAO DE BIASE;JATIUCA;1;M;0;22;Privado;270430;-9.64506;-35.70838
6164951;CONSULTORIO MEDICO VALERIA DA COSTA BARROS VIANNA;GRUTA DE LOURDES;3;M;0;22;Privado;270430;-9.62107;-35.73681
6188184;CONSULTORIO ODONTOLOGICO AMANDA CALHEIROS MANFREDO DE AZEVED;JARDIM PETROPOLIS;3;M;0;22;Privado;270430;-9.66625;-35.73509
6188192;CONSULTORIO MEDICO SILVANA MARIA TEIXEIRA SILVA;FAROL;3;M;0;22;Privado;270430;-9.64751;-35.73651
6188206;CONSULTORIO MEDICO DIVANISE SURUAGY CORREIA;FAROL;3;M;0;22;Privado;270430;-9.65088;-35.73241
6188249;CONSULTORIO MEDICO ADOLFO VASCONCELOS DE ALBUQUERQUE;FAROL;3;M;0;22;Privado;270430;-9.64694;-35.73418
6188281;CONSULTORIO MEDICO JULIAO MARTINS DE ALBUQUERQUE NETO;FAROL;3;M;0;22;Privado;270430;-9.61149;-35.7183
6188338;DENTALI;MANGABEIRAS;1;M;0;22;Privado;270430;-9.57556;-35.74767
6192130;CONSULTORIO MEDICO DAYSE FERNANDES AGOSTINHO WANDERLEY;FAROL;3;M;0;22;Privado;270430;-9.59634;-35.74696
6195768;CONSULTORIO MEDICO MARIA ROSEANE TENORIO MENDONCA;MANGABEIRAS;1;M;0;22;Privado;270430;-9.64222;-35.70649
6198902;VITASALUTE REABILITACAO INTEGRADA;CENTRO;2;M;0;36;Privado;270430;-9.66169;-35.71727
6198953;CONSULTORIO MEDICO SUELI AMORIM FERNANDES PESSOA;FAROL;3;M;0;22;Privado;270430;-9.63416;-35.73926
6198988;CONSULTORIO MEDICO MARCELO OLIVEIRA SILVA;FAROL;3;M;0;22;Privado;270430;-9.64341;-35.7347
6199003;CONSULTORIO MEDICO LUCIANO RODRIGUES BATISTA;PINHEIRO;3;M;0;22;Privado;270430;-9.65899;-35.7346
6203574;CONSULTORIO MEDICO MARCOS ANTONIO DUARTE MADEIRO;FAROL;3;M;0;22;Privado;270430;-9.64557;-35.73731
6203655;CONSULTORIO DE PSICOLOGIA ROSA MARIA PEREIRA DE MESSIAS;JATIUCA;1;M;0;22;Privado;270430;-9.64791;-35.70639
6203744;FAROL CENTRO DE TRATAMENTO;FAROL;3;M;0;22;Privado;270430;-9.65669;-35.73262
6204767;CONSULTORIO MEDICO IVO JOSE JATOBA DE PINHO LEITE;MANGABEIRAS;1;M;0;22;Privado;270430;-9.6493;-35.7175
6204783;CONSULTORIO MEDICO SAMIR BUAINAIN KASSAR;GRUTA DE LOURDES;3;M;0;22;Privado;270430;-9.62353;-35.73786
6206069;CONSULTORIO ODONTOLOGICO MAGDA ANGELICA RIBEIRO DE MACEDO;JATIUCA;1;M;0;22;Privado;270430;-9.64791;-35.70639
6208185;OTHOLARI;PINHEIRO;3;M;0;36;Privado;270430;-9.62864;-35.7416
6208290;COOFTAL;PINHEIRO;3;M;0;60;Privado;270430;-9.63304;-35.73961
6208401;HARMONYCOR;JATIUCA;1;M;0;36;Privado;270430;-9.64791;-35.70639
6213065;CONSULTORIO DE PSICOLOGIA MARIA ANTONIETA RODRIGUES REIS;JATIUCA;1;M;0;22;Privado;270430;-9.65398;-35.70898
6213138;CLINICA DE PSICOLOGIA QUALIDADE DE VIDA;FAROL;3;M;0;36;Privado;270430;-9.6549;-35.73447
6213413;CONSULTORIO MEDICO CRISTINA CARVALHO CABUS;FAROL;3;M;0;22;Privado;270430;-9.65407;-35.73566
6213421;CONSULTORIO MEDICO ALEXANDRE FERREIRA NOBRE NETO;FAROL;3;M;0;22;Privado;270430;-9.64545;-35.73425
6217842;CONS DE PSICOLOGIA ANA MARIA TOLEDO DE ALMEIDA ALBUQUERQUE;JATIUCA;1;M;0;22;Privado;270430;-9.65024;-35.71008
6220320;CONSULTORIO MEDICO CESAR ANTONIO ATAIDE AMORIM;CENTRO;2;M;0;22;Privado;270430;-9.66803;-35.73962
6228178;UNIPSICO AL;FAROL;3;M;0;60;Privado;270430;-9.64902;-35.74103
6234933;CONSULTORIO MEDICO LUCIANE MOTA AMARAL;MANGABEIRAS;1;M;0;22;Privado;270430;-9.64868;-35.74615
6234941;CLINICA MEDICA MALTA MALTA S S LTDA;JATIUCA;1;M;0;36;Privado;270430;-9.64791;-35.70639
6248004;CONSULTORIO MEDICO MARCOS DA COSTA NEPOMUCENO;FAROL;3;M;0;22;Privado;270430;-9.64756;-35.73406
6248012;CONSULTORIO MEDICO JULIANA FERRAZ CABRAL DE MELO;FAROL;3;M;0;22;Privado;270430;-9.65451;-35.73582
6248020;CONSULTORIO MEDICO JOSE NOBRE PIRES;FAROL;3;M;0;22;Privado;270430;-9.65451;-35.73582
6250688;CONSULTORIO ODONTOLOGICO FLAVIA DE MELO MEIRA;MANGABEIRAS;1;M;0;22;Privado;270430;-9.64267;-35.70864
6250726;CONSULTORIO MEDICO AUDINEI LOUREIRO CAVALCANTE;FAROL;3;M;0;22;Privado;270430;-9.65358;-35.73008
6251889;CONS DE PSICOLOGIA BARBARA MICHELLE DE LIMA LOPES;JATIUCA;1;M;0;22;Privado;270430;-9.64791;-35.70639
6258255;CONS DE PSICOLOGIA CARMEN LUCIA MARQUES PINTO;JATIUCA;1;M;0;22;Privado;270430;-9.65124;-35.71439
6264808;CONSULTORIO DE PSICOLOGIA REGINA COELI JAPIA MOTA;FAROL;3;M;0;22;Privado;270430;-9.64711;-35.73393
6274943;CONS DE FISIOTERAPIA ANA ESTELA CARNAUBA WANDERLEY;PONTA VERDE;1;M;0;22;Privado;270430;-9.65887;-35.70723
6275281;CONS MEDICO MARIA DE LOURDES SUICA DOS SANTOS;CENTRO;2;M;0;22;Privado;270430;-9.66938;-35.72805
6281427;CLIMAP CLINICA MEDICA ANTONIO PEIXOTO;GRUTA DE LOURDES;3;M;0;36;Privado;270430;-9.60427;-35.71608
6284213;CONS DE TERAPIA OCUPACIONAL MARIA DE FATIMA PESSOA TENORIO;FAROL;3;M;0;22;Privado;270430;-9.64732;-35.73389
6287913;CEREST REGIONAL MACEIO;JATIUCA;1;M;1;36;Público;270430;-9.63175;-35.74023
6288510;ANGIODIAGNOSTICO LTDA;CENTRO;2;M;0;36;Privado;270430;-9.66479;-35.73264
6288545;INSIGHT;FAROL;3;M;0;36;Privado;270430;-9.64267;-35.73911
6288588;CONS DE PSICOLOGIA ERIVANIA FERREIRA DE ARAUJO;FAROL;3;M;0;22;Privado;270430;-9.65788;-35.73488
6288634;CONS DE PSICOLOGIA MARIA DAS GRACAS COSTA DA SILVA MELO;GRUTA DE LOURDES;3;M;0;22;Privado;270430;-9.62378;-35.73837
6299083;UNIODONTO MACEIO;FAROL;3;M;0;60;Privado;270430;-9.64899;-35.74099
6303153;HOSPITAL NOSSA SENHORA DA GUIA;POCO;1;M;1;05;Privado;270430;-9.65999;-35.72659
6306780;CONS ODONTOLOGICO MARCIA TELMA TENORIO LINS GUIMARAES;JATIUCA;1;M;0;22;Privado;270430;-9.64214;-35.73516
6306829;CONS PSIQUIATRICO MARCOS TEMISTOCLES DUARTE;JATIUCA;1;M;0;22;Privado;270430;-9.64793;-35.70639
6306853;CLINICA ESPECIALIZADA AW OFTALMOLOGIA LTDA;FAROL;3;M;0;36;Privado;270430;-9.666;-35.735
6316409;CONSULTORIO ODONTOLOGICO LUCAS FORTES CAVALCANTE DE MACEDO;PONTA VERDE;1;M;0;22;Privado;270430;-9.65663;-35.70783
6316417;CONSULTORIO ODONTOLOGICO MYRNA CALHEIROS DA ROCHA;FAROL;3;M;0;22;Privado;270430;-9.66625;-35.73509
6316468;ORALPREVEN;FAROL;3;M;0;36;Privado;270430;-9.65224;-35.73735
6316476;CONSULTORIO DE NUTRICAO JOELMA CUNHA MARINHO ATAYDE;STELLA MARIS;1;M;0;22;Privado;270430;-9.64793;-35.70639
6322433;FUNBRASIL;FAROL;3;M;1;36;Privado;270430;-9.63777;-35.73951
6331025;CLINICA ONCOLOGICA TERESA CRISTINA TEIXEIRA MAIA;PONTA VERDE;1;M;0;36;Privado;270430;-9.66217;-35.70156
6337023;CONSULTORIO MEDICO GILBERTO DE FREITAS FILHO;PAJUCARA;1;M;0;22;Privado;270430;-9.66067;-35.703
6337287;F E DENTISTAS ASSOCIADOS S S LTDA;TABULEIRO DOS MARTINS;7;M;0;36;Privado;270430;-9.60984;-35.72996
6344801;CONS ODONTOLOGICO MARCELA MARIA ALVES PARANHOS;FEITOSA;5;M;0;22;Privado;270430;-9.64256;-35.72881
6344879;PHYSIUS;POCO;1;M;0;36;Privado;270430;-9.65988;-35.72473
6347592;CONSULTORIO MEDICO GUILHERMINA LOPES GOMES;CENTRO;2;M;0;22;Privado;270430;-9.66625;-35.73509
6351778;FONTAN ODONTOLOGICA;PINHEIRO;3;M;0;22;Privado;270430;-9.62866;-35.74162
6351808;CONS DE PSICOLOGIA PATRICIA BUARQUE DA SILVA;JATIUCA;1;M;0;22;Privado;270430;-9.65503;-35.70782
6353096;PER CORPUS FISIOTERAPIA;JATIUCA;1;M;0;36;Privado;270430;-9.64257;-35.71017
6359949;CONS ODONTOLOGICO HENRIK DOS PRAZERES SILVA;PONTA VERDE;1;M;0;22;Privado;270430;-9.65757;-35.70987
6361609;CONS PSICOLOGICO ANA PAULA MARQUES DOS ANJOS;FAROL;3;M;0;22;Privado;270430;-9.66139;-35.74347
6392024;CONSULTORIO DE PSICOLOGIA;SANATORIO;3;M;0;22;Privado;270430;-9.63204;-35.74219
6398847;CONSULTORIO MEDICO UBIRATAN SILVEIRA JATOBA;PONTA VERDE;1;M;0;22;Privado;270430;-9.65574;-35.7013
6399940;CLINICA DE ULTRASSONOGRAFIA ANDREA MELRO DE GUSMAO;POCO;1;M;0;36;Privado;270430;-9.66188;-35.72386
6411851;LAMIM;CENTRO;2;M;0;22;Privado;270430;-9.53899;-35.74986
6411886;CONS MEDICO MARIA DA CONCEICAO CEDRIM LOBO;FAROL;3;M;0;22;Privado;270430;-9.6575;-35.73567
6419828;CONS MEDICO HUNALDO LIMA DE MENEZES;FAROL;3;M;0;22;Privado;270430;-9.62106;-35.73682
6419836;CONS DE PSICOLOGIA SANDRA MARIA AGRELLI DE ANDRADE;GRUTA DE LOURDES;3;M;0;22;Privado;270430;-9.61833;-35.73854
6419860;CONSULTORIO PSICOLOGICO LUCIENE DA SILVA CAVALCANTE;PINHEIRO;3;M;0;22;Privado;270430;-9.62912;-35.73812
6421555;FISIO CLIN;BENEDITO BENTES;6;M;0;36;Privado;270430;-9.53577;-35.718
6431402;DENTE CIA;FAROL;3;M;0;36;Privado;270430;-9.64916;-35.73352
6433294;CONSULTORIO DE NUTRICAO CINTIA ALBUQUERQUE AMORIM;PONTA VERDE;1;M;0;22;Privado;270430;-9.64566;-35.73444
6446612;SONOGRAPH;MANGABEIRAS;1;M;0;36;Privado;270430;-9.64312;-35.70367
6448739;CENTRO DE REABILITACAO CICERO LAURINDO DE MELO;TABULEIRO DOS MARTINS;7;M;1;36;Privado;270430;-9.58511;-35.76798
6464858;CONS ODONTOLOGICO FERNANDO MAYA GOMES SIMOES;FAROL;3;M;0;22;Privado;270430;-9.55541;-35.75671
6473350;ORTOFIT;SERRARIA;5;M;0;36;Privado;270430;-9.60139;-35.72091
6473385;TONNUS;PAJUCARA;1;M;0;36;Privado;270430;-9.66916;-35.71568
6474551;CENTRO ESPECIALIZADO CRESCER;FAROL;3;M;1;36;Privado;270430;-9.64337;-35.73722
6476600;CONSULTORIO DE PSICOLOGIA NARA VIRGINIA ROCHA SIMOES;MANGABEIRAS;1;M;0;22;Privado;270430;-9.65104;-35.71525
6477747;CONSULTORIO MEDICO EDUARDO FERREIRA SANTANA;MANGABEIRAS;1;M;0;22;Privado;270430;-9.66216;-35.70171
6485081;CONS MEDICO MIRELA BERNARDINA BORGES;MANGABEIRAS;1;M;0;22;Privado;270430;-9.66208;-35.70607
6485960;HOSPITAL MACEIO;PINHEIRO;3;M;0;05;Privado;270430;-9.63078;-35.74059
6492592;CLIOM;FAROL;3;M;0;07;Privado;270430;-9.64869;-35.73283
6505740;ORHOS CLINICA INTEGRADA;FAROL;3;M;0;22;Privado;270430;-9.58663;-35.76308
6507425;CONS ODONTOLOGICO LUCIANO BRANDAO DE MACEDO;CENTRO;2;M;0;22;Privado;270430;-9.6648;-35.73322
6512941;NUCLEO DO SER;CENTRO;2;M;0;36;Privado;270430;-9.66853;-35.73794
6515630;IOFAL;PAJUCARA;1;M;0;07;Privado;270430;-9.66219;-35.70045
6516718;CERVI;FAROL;3;M;1;36;Privado;270430;-9.64858;-35.73245
6523137;CONS DE PSICOLOGIA CIDETE CAVALCANTI DE MELO;FAROL;3;M;0;22;Privado;270430;-9.64253;-35.73872
6527205;CONS MEDICO TANIA DAISY NEVES DAVINO;FAROL;3;M;0;22;Privado;270430;-9.65087;-35.73241
6544258;DENTE E CIA PONTA VERDE;PONTA VERDE;1;M;0;36;Privado;270430;-9.66128;-35.70388
6556698;CLINICA MOVIMENTE;FAROL;3;M;0;36;Privado;270430;-9.65835;-35.734
6579922;ORAL CENTER;FAROL;3;M;0;22;Privado;270430;-9.65789;-35.73637
6580025;FISIOCLIN;MANGABEIRAS;1;M;0;36;Privado;270430;-9.64793;-35.70639
6580939;ODONTO EXCELSIOR;FAROL;3;M;0;36;Privado;270430;-9.64212;-35.73493
6586953;CONSULTORIO DE NUTRICAO ZAIRA MARIA CAMERINO TORRES;PONTA VERDE;1;M;0;22;Privado;270430;-9.65957;-35.69892
6586961;CONS ODONTOLOGICO FLAVIO EDUARDO FERREIRA DE OLIVEIRA;PONTA VERDE;1;M;0;22;Privado;270430;-9.65127;-35.71213
6586988;CONS DE PSICOLOGIA DENISE MOREIRA DE ALMEIDA BARBOSA;FAROL;3;M;0;22;Privado;270430;-9.64557;-35.7342
6591272;CONS DE PSICOLOGIA MARIA GILVANEIDE VITOR SILVA;FAROL;3;M;0;22;Privado;270430;-9.65667;-35.73248
6591280;CONS ODONTOLOGICO ADELMO FARIAS BARBOSA;FAROL;3;M;0;22;Privado;270430;-9.65902;-35.7322
6594077;BIOFIT;PONTA VERDE;1;M;0;36;Privado;270430;-9.65741;-35.70078
6594085;EXCELSIOR MED;CENTRO;2;M;0;36;Privado;270430;-9.53513;-35.75188
6601286;CONSULTORIO ODONTOLOGICO;FAROL;3;M;0;22;Privado;270430;-9.64904;-35.74103
6601456;CONS FONOAUDIOLOGO DANIELA GONCALVES RIBEIRO;PONTA VERDE;1;M;0;22;Privado;270430;-9.66245;-35.70025
6603696;CEO LTDA;PINHEIRO;3;M;0;22;Privado;270430;-9.62866;-35.74162
6605737;CLIMEDIN;CIDADE UNIVERSITARIA;7;M;0;36;Privado;270430;-9.64258;-35.74223
6618898;CEFIR;FAROL;3;M;0;36;Privado;270430;-9.66625;-35.73509
6630480;CONSULTORIO ODONTOLOGICO;PONTA VERDE;1;M;0;22;Privado;270430;-9.65663;-35.7026
6630502;LABORMED EXAMES;CENTRO;2;M;0;36;Privado;270430;-9.66925;-35.74187
6662315;CLIN SAUDE;CENTRO;2;M;0;36;Privado;270430;-9.66693;-35.73059
6662331;MORAES E ALVES SERVICOS MEDICOS LTDA ME;JARAGUA;1;M;0;77;Privado;270430;-9.62718;-35.74989
6674011;CONS ODONTOLOGICO MARIA SILEDA LIRA BRITO;JATIUCA;1;M;0;22;Privado;270430;-9.64793;-35.70639
6674526;CONS ODONTOLOGICO JULIANA LOPES LOBO AWABDI;JARAGUA;1;M;0;22;Privado;270430;-9.66909;-35.73123
6674542;FISIOCLINIC;FAROL;3;M;0;36;Privado;270430;-9.64851;-35.73212
6674569;DIAGNOSE;STELLA MARIS;1;M;0;36;Privado;270430;-9.64793;-35.70639
6677487;LE CLINIC;GRUTA DE LOURDES;3;M;0;36;Privado;270430;-9.62503;-35.72976
6678750;CENTRO DE MEDICINA DIAGNOSTICA E INTERVENCIONISTA;FAROL;3;M;0;36;Privado;270430;-9.62106;-35.73682
6678831;CONS DE NUTRICAO FLAVIA LILIANE FIRMO ALVES;PAJUCARA;1;M;0;22;Privado;270430;-9.67097;-35.71649
6678866;CONS MEDICO DANIELLA BEZERRA DUARTE;STELLA MARIS;1;M;0;22;Privado;270430;-9.64793;-35.70639
6678874;CONS DE PSICOLOGIA ADRIANA DE AMORIM BARROS;JATIUCA;1;M;0;22;Privado;270430;-9.65265;-35.7166
6678882;LABORATORIO HORMONAL FATIMA CUNHA;JATIUCA;1;M;1;39;Privado;270430;-9.65397;-35.71262
6687318;ORTOC;PONTA VERDE;1;M;0;36;Privado;270430;-9.6606;-35.70513
6750486;CONSULTORIO ODONTOLOGICO LUIZ MARINHO ESPINDOLA;JARAGUA;1;M;0;22;Privado;270430;-9.65279;-35.73114
6759653;CONSULTORIO ODONTOLOGICO ROSEANE LUZIA RODRIGUES;FAROL;3;M;0;22;Privado;270430;-9.66482;-35.72774
6759688;FISIOCLIN;CENTRO;2;M;0;36;Privado;270430;-9.62451;-35.72861
6782329;UNIDADE BASICA DE SAUDE DR JOSE GONCALVES SOBRINHO;TABULEIRO DOS MARTINS;7;M;1;02;Público;270430;-9.666;-35.735
6782477;HOSPITAL GERAL E MATERNIDADE ALERTA MEDICO;POCO;1;M;0;05;Privado;270430;-9.58939;-35.76068
6783228;CLAUDEMIR LIBARDI;PONTA VERDE;1;M;0;22;Privado;270430;-9.6563;-35.72289
6784186;CONSULTORIO MEDICO SEBASTIAO CORREIA DA ROCHA;FAROL;3;M;0;22;Privado;270430;-9.65576;-35.7013
6784194;REDE ORTOESTETICA;CENTRO;2;M;0;22;Privado;270430;-9.66235;-35.73488
6789501;ESPACO OFICINA DA MENTE;FAROL;3;M;0;22;Privado;270430;-9.66707;-35.73697
6802281;CONSULTORIO ODONTOLOGICO DRA SHEYLA MOREIRA RAMOS;JATIUCA;1;M;0;22;Privado;270430;-9.65126;-35.70696
6803342;INNOVARE ODONTOLOGIA ESPECIALIZADA;MANGABEIRAS;1;M;0;22;Privado;270430;-9.65126;-35.70696
6809278;FISIO X;PINHEIRO;3;M;0;39;Privado;270430;-9.66625;-35.73509
6809286;OCM;GRUTA DE LOURDES;3;M;0;22;Privado;270430;-9.63339;-35.73686
6810810;MARCIA ALVES PINTO LOUREIRO;FAROL;3;M;0;22;Privado;270430;-9.64968;-35.75847
6810845;CONSULTORIO ODONTOLOGICO;JATIUCA;1;M;0;22;Privado;270430;-9.65813;-35.73481
6845053;CONSULTORIO DE NUTRICAO;FAROL;3;M;0;22;Privado;270430;-9.64971;-35.73361
6845088;CLINICA PSICOLOGIA AMBULATORIAL;JATIUCA;1;M;0;22;Privado;270430;-9.57387;-35.7667
6845118;CLINICA PSICOLOGIA AMBULATORIAL;JATIUCA;1;M;0;22;Privado;270430;-9.57387;-35.7667
6845126;PREVENIR VACINAS;MANGABEIRAS;1;M;0;36;Privado;270430;-9.57387;-35.7667
6849970;CENTRO MEDICO PRATAGY;BENEDITO BENTES;6;M;0;36;Privado;270430;-9.58086;-35.77451
6849989;CONSULTORIO ODONTOLOGICO JOAO VICTOR PESSOA DA SILVA;FAROL;3;M;0;22;Privado;270430;-9.54529;-35.72404
6862330;ESPACOFISIO;POCO;1;M;0;22;Privado;270430;-9.64333;-35.73718
6872956;CONSULTORIO DE NUTRICAO;JATIUCA;1;M;0;22;Privado;270430;-9.65994;-35.72021
6875777;CLIPSI2 CLINICA DE PSICOLOGIA E PSICANALISE;FAROL;3;M;0;36;Privado;270430;-9.666;-35.735
6879713;STATUS PILATES;PONTA VERDE;1;M;0;36;Privado;270430;-9.65297;-35.7328
6883400;NUCLEO DE ATIVIDADES FISICAS DO VERGEL DO LAGO;VERGEL DO LAGO;2;M;1;74;Público;270430;-9.66007;-35.7097
6887031;NUCLEO DE ATIVIDADES FISICAS DO FEITOZA;FEITOSA;5;M;1;74;Público;270430;-9.65783;-35.76058
6887058;NUCLEO DE ATIVIDADES FISICAS DO OSMAN LOUREIRO;CLIMA BOM;7;M;1;74;Público;270430;-9.58459;-35.75143
6902480;CONSULTORIO ODONTOLOGICO;FAROL;3;M;0;22;Privado;270430;-9.52475;-35.59302
